,Date,probability,prediction
0,2022-11-21,0.9999901056289673,1
1,2022-11-18,0.9999953508377075,1
2,2022-11-17,0.9999853372573853,1
3,2022-11-17,0.999967098236084,1
4,2022-11-17,0.9999610185623169,1
5,2022-11-16,0.9999808073043823,1
6,2022-11-16,0.9999933242797852,1
7,2022-11-15,0.9999202489852905,1
8,2022-11-14,0.9999821186065674,1
9,2022-11-11,0.9999895095825195,1
10,2022-11-03,0.9999356269836426,1
11,2022-11-01,0.9999935626983643,1
12,2022-10-28,0.9999988079071045,1
13,2022-10-27,0.9999392032623291,1
14,2022-10-25,0.9999778270721436,1
15,2022-10-25,0.9999960660934448,1
16,2022-10-25,0.999995231628418,1
17,2022-10-21,0.9999877214431763,1
18,2022-10-21,0.9999921321868896,1
19,2022-10-18,0.9999936819076538,1
20,2022-10-14,0.9999796152114868,1
21,2022-10-13,0.999988317489624,1
22,2022-10-12,0.9999849796295166,1
23,2022-10-07,0.9999583959579468,1
24,2022-10-07,0.9999829530715942,1
25,2022-10-06,0.9999988079071045,1
26,2022-10-05,0.9999912977218628,1
27,2022-10-04,0.9999946355819702,1
28,2022-10-04,0.9999982118606567,1
29,2022-09-30,0.9999850988388062,1
30,2022-09-30,0.9999892711639404,1
31,2022-09-30,0.9999934434890747,1
32,2022-09-29,0.9999960660934448,1
33,2022-09-29,0.9999967813491821,1
34,2022-09-29,0.999990701675415,1
35,2022-09-29,0.9999147653579712,1
36,2022-09-29,0.9999970197677612,1
37,2022-09-28,0.9999144077301025,1
38,2022-09-28,0.9999097585678101,1
39,2022-09-23,0.9996263980865479,1
40,2022-09-23,0.9999966621398926,1
41,2022-09-22,0.9999985694885254,1
42,2022-09-22,0.9999933242797852,1
43,2022-09-21,0.9999945163726807,1
44,2022-09-20,0.9999980926513672,1
45,2022-09-20,0.9999967813491821,1
46,2022-09-20,0.9999680519104004,1
47,2022-09-19,0.999997615814209,1
48,2022-09-19,0.999988317489624,1
49,2022-09-15,0.9999980926513672,1
50,2022-09-15,0.9999895095825195,1
51,2022-09-13,0.9999991655349731,1
52,2022-09-12,0.9999394416809082,1
53,2022-09-12,0.9999648332595825,1
54,2022-09-09,0.9999723434448242,1
55,2022-09-09,0.9999731779098511,1
56,2022-09-09,0.9999935626983643,1
57,2022-09-08,0.9999681711196899,1
58,2022-09-08,0.9998743534088135,1
59,2022-09-08,0.9999681711196899,1
60,2022-09-07,0.999996542930603,1
61,2022-09-06,0.999997615814209,1
62,2022-09-02,0.9999895095825195,1
63,2022-09-01,0.9999812841415405,1
64,2022-09-01,0.9999575614929199,1
65,2022-08-31,0.9999983310699463,1
66,2022-08-29,0.9993450045585632,1
67,2022-08-26,0.9999994039535522,1
68,2022-08-25,0.999994158744812,1
69,2022-08-23,0.9999974966049194,1
70,2022-08-22,0.999994158744812,1
71,2022-08-22,0.9999788999557495,1
72,2022-08-19,0.9999974966049194,1
73,2022-08-18,0.9999978542327881,1
74,2022-08-17,0.9999924898147583,1
75,2022-08-17,0.9999991655349731,1
76,2022-08-16,0.9999984502792358,1
77,2022-08-13,0.9999988079071045,1
78,2022-08-10,0.9999979734420776,1
79,2022-08-10,0.9999971389770508,1
80,2022-08-07,0.9999818801879883,1
81,2022-08-05,0.9999388456344604,1
82,2022-08-05,0.9999308586120605,1
83,2022-08-05,0.999976396560669,1
84,2022-08-04,0.9999969005584717,1
85,2022-08-03,0.999996542930603,1
86,2022-08-02,0.999996542930603,1
87,2022-08-01,0.9999984502792358,1
88,2022-07-29,0.9999806880950928,1
89,2022-07-29,0.999996542930603,1
90,2022-07-29,0.9999910593032837,1
91,2022-07-28,0.9999852180480957,1
92,2022-07-28,0.9999973773956299,1
93,2022-07-28,0.999872088432312,1
94,2022-07-28,0.9999353885650635,1
95,2022-07-27,0.9998687505722046,1
96,2022-07-26,0.999984622001648,1
97,2022-07-26,0.9999977350234985,1
98,2022-07-26,0.9999938011169434,1
99,2022-07-22,0.9999964237213135,1
100,2022-07-22,0.9999980926513672,1
101,2022-07-21,0.9999151229858398,1
102,2022-07-21,0.9999985694885254,1
103,2022-07-21,0.9999933242797852,1
104,2022-07-21,0.9999905824661255,1
105,2022-07-21,0.9999122619628906,1
106,2022-07-20,0.9999991655349731,1
107,2022-07-19,0.9999687671661377,1
108,2022-07-19,0.9999469518661499,1
109,2022-07-18,0.9999940395355225,1
110,2022-07-18,0.9999858140945435,1
111,2022-07-15,0.9999988079071045,1
112,2022-07-14,0.9999982118606567,1
113,2022-07-14,0.9999747276306152,1
114,2022-07-14,0.9999986886978149,1
115,2022-07-13,0.9999967813491821,1
116,2022-07-12,0.9999971389770508,1
117,2022-07-12,0.9999980926513672,1
118,2022-07-11,0.9999833106994629,1
119,2022-07-11,0.9999955892562866,1
120,2022-07-08,0.9997605681419373,1
121,2022-07-08,0.9999984502792358,1
122,2022-07-07,0.9999639987945557,1
123,2022-07-07,0.9999161958694458,1
124,2022-07-05,0.9999983310699463,1
125,2022-07-04,0.9999933242797852,1
126,2022-07-01,0.9999039173126221,1
127,2022-07-01,0.999992847442627,1
128,2022-06-30,0.9999911785125732,1
129,2022-06-30,0.9999879598617554,1
130,2022-06-30,0.9999973773956299,1
131,2022-06-30,0.9999980926513672,1
132,2022-06-29,0.999991774559021,1
133,2022-06-28,0.9999933242797852,1
134,2022-06-28,0.9999744892120361,1
135,2022-06-27,0.9999638795852661,1
136,2022-06-27,0.9999973773956299,1
137,2022-06-24,0.9999973773956299,1
138,2022-06-23,0.9999990463256836,1
139,2022-06-23,0.9999964237213135,1
140,2022-06-22,0.9999960660934448,1
141,2022-06-22,0.9999918937683105,1
142,2022-06-22,0.9999008178710938,1
143,2022-06-22,0.9999896287918091,1
144,2022-06-17,0.9999959468841553,1
145,2022-06-17,0.9999716281890869,1
146,2022-06-17,0.999995231628418,1
147,2022-06-17,0.9999716281890869,1
148,2022-06-17,0.9999977350234985,1
149,2022-06-16,0.9999798536300659,1
150,2022-06-15,0.9999964237213135,1
151,2022-06-14,0.9999738931655884,1
152,2022-06-14,0.99991774559021,1
153,2022-06-14,0.9999637603759766,1
154,2022-06-14,0.999996542930603,1
155,2022-06-13,0.9999959468841553,1
156,2022-06-13,0.9993507266044617,1
157,2022-06-13,0.9972575306892395,1
158,2022-06-10,0.9999583959579468,1
159,2022-06-10,0.9999984502792358,1
160,2022-06-10,0.9999963045120239,1
161,2022-06-10,0.9999983310699463,1
162,2022-06-10,0.999945878982544,1
163,2022-06-10,0.9999984502792358,1
164,2022-06-09,0.9999980926513672,1
165,2022-06-08,0.9999651908874512,1
166,2022-06-08,0.999996542930603,1
167,2022-06-03,0.9999943971633911,1
168,2022-06-03,0.9999922513961792,1
169,2022-06-03,0.9999986886978149,1
170,2022-06-03,0.9998817443847656,1
171,2022-06-03,0.9999796152114868,1
172,2022-06-03,0.9999843835830688,1
173,2022-06-03,0.9999523162841797,1
174,2022-06-02,0.9999929666519165,1
175,2022-06-02,0.9999908208847046,1
176,2022-06-02,0.9999890327453613,1
177,2022-06-02,0.999987006187439,1
178,2022-06-02,0.9999992847442627,1
179,2022-06-01,0.9999920129776001,1
180,2022-06-01,0.9999974966049194,1
181,2022-06-01,0.9999940395355225,1
182,2022-06-01,0.999991774559021,1
183,2022-06-01,0.9998928308486938,1
184,2022-05-31,0.9999877214431763,1
185,2022-05-28,0.9999986886978149,1
186,2022-05-27,0.9999889135360718,1
187,2022-05-26,0.9999933242797852,1
188,2022-05-26,0.9999945163726807,1
189,2022-05-26,0.999998927116394,1
190,2022-05-25,0.9999986886978149,1
191,2022-05-25,0.9999961853027344,1
192,2022-05-25,0.9999953508377075,1
193,2022-05-25,0.9999765157699585,1
194,2022-05-24,0.9999488592147827,1
195,2022-05-24,0.9999626874923706,1
196,2022-05-21,0.9999964237213135,1
197,2022-05-20,0.9999942779541016,1
198,2022-05-19,0.9999979734420776,1
199,2022-05-19,0.9999905824661255,1
200,2022-05-19,0.9999877214431763,1
201,2022-05-19,0.9999979734420776,1
202,2022-05-19,0.999987006187439,1
203,2022-05-19,0.9999972581863403,1
204,2022-05-19,0.999996542930603,1
205,2022-05-19,0.9999978542327881,1
206,2022-05-18,0.9999786615371704,1
207,2022-05-18,0.9999988079071045,1
208,2022-05-18,0.9999942779541016,1
209,2022-05-18,0.9999988079071045,1
210,2022-05-17,0.9999902248382568,1
211,2022-05-16,0.9999871253967285,1
212,2022-05-16,0.9999986886978149,1
213,2022-05-13,0.9999955892562866,1
214,2022-05-13,0.999990701675415,1
215,2022-05-13,0.9999978542327881,1
216,2022-05-13,0.9999938011169434,1
217,2022-05-12,0.9999923706054688,1
218,2022-05-12,0.9998713731765747,1
219,2022-05-11,0.9999898672103882,1
220,2022-05-11,0.9999865293502808,1
221,2022-05-11,0.9999946355819702,1
222,2022-05-11,0.9999969005584717,1
223,2022-05-10,0.9996587038040161,1
224,2022-05-06,0.9999980926513672,1
225,2022-05-06,0.9999915361404419,1
226,2022-05-06,0.9999444484710693,1
227,2022-05-06,0.9999959468841553,1
228,2022-05-05,0.9999854564666748,1
229,2022-05-05,0.9999953508377075,1
230,2022-05-04,0.9999932050704956,1
231,2022-05-04,0.9999979734420776,1
232,2022-05-03,0.9999550580978394,1
233,2022-05-03,0.9999935626983643,1
234,2022-05-03,0.9999592304229736,1
235,2022-04-29,0.9999868869781494,1
236,2022-04-29,0.9999974966049194,1
237,2022-04-28,0.9999865293502808,1
238,2022-04-27,0.999995231628418,1
239,2022-04-27,0.9999933242797852,1
240,2022-04-27,0.9528399109840393,1
241,2022-04-26,0.9996135830879211,1
242,2022-04-22,0.9999537467956543,1
243,2022-04-22,0.9999531507492065,1
244,2022-04-21,0.9999985694885254,1
245,2022-04-21,0.9999501705169678,1
246,2022-04-21,0.9999915361404419,1
247,2022-04-19,0.9999864101409912,1
248,2022-04-13,0.9999985694885254,1
249,2022-04-12,0.9999967813491821,1
250,2022-04-08,0.9999521970748901,1
251,2022-04-08,0.9999856948852539,1
252,2022-04-07,0.9999290704727173,1
253,2022-04-07,0.9999958276748657,1
254,2022-04-07,0.9997197985649109,1
255,2022-04-06,0.9999957084655762,1
256,2022-04-05,0.999988317489624,1
257,2022-04-05,0.9999428987503052,1
258,2022-04-04,0.9999978542327881,1
259,2022-04-01,0.9999103546142578,1
260,2022-03-31,0.9999358654022217,1
261,2022-03-31,0.9999912977218628,1
262,2022-03-31,0.9999951124191284,1
263,2022-03-30,0.9999938011169434,1
264,2022-03-29,0.9999966621398926,1
265,2022-03-26,0.999988317489624,1
266,2022-03-26,0.999995231628418,1
267,2022-03-25,0.9999352693557739,1
268,2022-03-25,0.9999855756759644,1
269,2022-03-25,0.9999978542327881,1
270,2022-03-24,0.9999980926513672,1
271,2022-03-24,0.9999867677688599,1
272,2022-03-24,0.9998759031295776,1
273,2022-03-23,0.999998927116394,1
274,2022-03-22,0.999998927116394,1
275,2022-03-21,0.9999938011169434,1
276,2022-03-17,0.999976396560669,1
277,2022-03-17,0.9999831914901733,1
278,2022-03-17,0.9999963045120239,1
279,2022-03-17,0.9999498128890991,1
280,2022-03-17,0.999976396560669,1
281,2022-03-17,0.9999920129776001,1
282,2022-03-16,0.999996542930603,1
283,2022-03-16,0.9999798536300659,1
284,2022-03-16,0.9999984502792358,1
285,2022-03-14,0.9999772310256958,1
286,2022-03-14,0.9999918937683105,1
287,2022-03-14,0.9999884366989136,1
288,2022-03-10,0.9999992847442627,1
289,2022-03-10,0.9999921321868896,1
290,2022-03-10,0.9999663829803467,1
291,2022-03-10,0.9999953508377075,1
292,2022-03-10,0.9999794960021973,1
293,2022-03-09,0.9999967813491821,1
